REVIEWS
"I recently stayed at the Marriot Kolkata hotel, and overall, my experience was fantastic. The service was top-notch, and the staff went above and beyond to ensure a pleasant stay. However, I couldn't help but notice the security dog … Read more"
"JW Marriott hotels are known for their luxury and comfort. I was greeted by a sense of elegance and hospitality. The room was spacious and with modern amenities and comfortable bedding. The staff was attentive and courteous, always ready to … Read more"
"I recently visited JW Marriott and had a wonderful experience. From the moment I walked in, the atmosphere was warm and inviting. The decor was beautifully designed and created a cozy ambiance that set the tone for a pleasant dining … Read more"
"I recently had the pleasure of dining at JW Kitchen and I must say that I was thoroughly impressed with the experience. The restaurant had a welcoming and elegant ambiance with a warm and cozy vibe. The staff were attentive, polite and went … Read more"
"Recently I stayed with my friend. This was my first visit to Kolkatta and was very impressed with the entrance lobby . The rooms very clean, well organised . Amazing service, very courteous and well behaved staff . Need to praise chef’s … Read more"
"I am delighted to share my positive experiences at JW Kitchen, JW Marriott, where I had the pleasure of indulging in their delightful lunch buffet on three occasions. From the moment I stepped into the restaurant, I was captivated by the … Read more"
Best Marriott property to stay at. Checkin/checkout staff always took care of us. Service on the executive floors is excellent. This location has amazing selection of food. They provide a good selection of food for breakfast. Also highly … Read more
"JW Marriott is the epitome of luxury. From the elegant decor to the impeccable service, every aspect of this hotel screams opulence. The rooms are spacious and beautifully appointed, with every modern convenience you could desire. The … Read more"
"Great hotel to stay. Rooms are clean and well maintained. The bathroom was clean and towels safe to use. Room service & housekeeping were prompt & pleasant. The gymn was small but equipped with well maintained multi-gymn & treadmill, also … Read more"
It's really bad experience for Banquet bookings. They are taking money instantly but for bill handed over need to wait 1 hour. We are doing every Saturday and Sunday activity and services are very pathetic. Only 1 service person always … Read more
"My experience overhere at JW marriot was very fantastic, and Paradise found at this stunning hotel destination.
Indulging in relaxation and luxury at this amazing hotel. … Read more"
"Delicious breakfast place in Kolkata
I love the breakfast here. Very delicious food and loved the breads specially … Read more"
"The experience was really very good. The behaviour of hotel guys was really awesome. Soft, gentle and the way they guide the guests and help them.
The foods experience was really very good. Taste was awesome sorry couldn't … Read more"
"I recently had the pleasure of dinning at JW kitchen and I must say that I was thoroughly impressed with the experience. The restaurant had a welcoming and a elegant ambience with warm and cozy vibe. The staff were attentive, polite and … Read more"
"""My stay at JW Marriott Hotel Kolkata was a luxurious experience that surpassed expectations. The opulent ambiance, coupled with impeccable service, created an atmosphere of indulgence. The room was elegantly designed, providing a perfect … Read more"
Spend a whole day here in a doctors’ meet. The place is huge and extravagantly luxurious! The meeting and activity room was spacious with all the needed amenities. The staffs were really cordial and tried comforting us always. The location … Read more
"In the JW Kitchen, we celebrated my birthday with dinner. We had a fantastic seating arrangement and an excellent atmosphere. I tried their buffet, and the food was excellent, especially the desserts. I had a fantastic evening. … Read more"
"JW Marriott Kolkata is undoubtedly one of the best properties across the country. The grandeur of the property, the lively decor, the location, the rooms and the amenities is definitely one of the best. Having stayed in many other … Read more"
"We loved the buffet brunch on Saturday and Chetan was an amazing host.
Loved the entire experience. The food and ambience was perfect for our … Read more"
"We stayed for 5 nights during a recent trip to Kolkata after many years. I cant say enough of the hotel staff, especially the folks working at the Executive Lounge! They are all extremely professional, courteous and ever ready to help you … Read more"
"Today when i checked-in wc flush was not working as it went out of water.
Doesn't feels like a 5 star hotel. These issues come in a motel / 3 star hotel.
Horrible experience, horrible service. … Read more"
"Tried JW buffet for the 1st time and it didn't disappoint. You will be spoilt with choices. Only 4 types of Starters were available 2Veg and 2non veg. Great Main Course, many new dishes to try. The live counter Noodle and Pasta were … Read more"
"I stayed at JW Marriott Hotel Kolkata for three nights and I was very impressed by the hotel's facilities, service, and location. The hotel is a landmark of luxury in the east of India and offers spacious rooms with premium amenities and … Read more"
Attended a special business Event at 11th January 2024 Thursday sponsored by Bandhan Bank where their entire Corporate team including CEO /MD and Chairman Mr. Chandra Sekhar Ghosh and his executive team was sharing their Journey of progress … Read more
"Wonderful food and service. Lavish buffet to satisfy all palates. Overall, I completely recommend this for an all round gastronomic experience. The scrumptious dessert section merits special kudos. … Read more"
